title,review,vote
Metropolis,There's no denying either the influence of Lang's vision -- so much of what he did in this film lives on that we take it as cultural assumption -- or the still valid energy of his storytelling.,fresh
Metropolis,Here's a coincidence: The first must-see movie of 2010 is also the must-see movie of 1927. The difference is that you can actually see it now. Or most of it.,fresh
Metropolis,"To see the film as the director intended, on the big screen with an original score recorded by a 60-piece orchestra, greatly enhances the reputation of a film already considered one of the icons of the silent era.",fresh
Metropolis,The extended version -- the additional footage is easy to spot because it's rather worn and a slightly different size -- provides more of the extraordinary performance by the teenage Helm.,fresh
Metropolis,"Who cares that the found footage is scratchy and scarred by time? It's all that easier to identify what we once thought was gone forever -- and what now adds even more depth to a delirious, dreamlike class parable...",fresh
Metropolis,The design is impeccable and still a touchstone of steamy modernism.,fresh
Metropolis,"Lang's impossibly vast skyscraper-ziggurats (inspired, it's said, by his first view of the Manhattan skyline) are the blueprint for nearly every science-fiction movie city of the past 30 years.",fresh
Metropolis,The great Fritz Lang created this chilling 1926 evocation of a mechanized utopia run by underground slave labor.,fresh
Metropolis,"The film looks fabulous, and Gottfried Huppertz's original score is another worthy addition.",fresh
Metropolis,You've seen the rest; now see the best.,fresh
Metropolis,"Building on earlier science fiction and endlessly influential on later works, Lang's film is a mammoth marvel, fusing modernism and expressionism, art deco and Biblical spectacle, Wagnerian bombast, sentimental Marxism and religiose millenarianism.",fresh
Metropolis,"The stunning cinematography, made crisper by present-day technology, and the film's overall visual concept continue to make your jaw drop with admiration.",fresh
Metropolis,"The restoration eliminates nearly all the distracting cracks and splices and stabilizes images that were previously jittery, allowing us to admire them in all their complex glory.",fresh
Back to the Future Part II,"Zemeckis' fascination with having characters interact at different ages of their lives hurts the film visually, and strains credibility past the breaking point, by forcing him to rely on some very cheesy makeup designs.",rotten
Back to the Future Part II,"By the end, you may feel that you've just sat through a feature-length commercial for both part one (which has to be seen to make this sequel comprehensible) and part three (a trailer for it literally ends part two).",rotten
Back to the Future Part II,"It's impressive entertainment, and best of all, it never degenerates into Spielbergian sentimentality: you can laugh, be thrilled and think without feeling embarrassed.",fresh
Back to the Future Part II,It manages to be giddily and merrily mind-boggling rather than confusing.,fresh
Back to the Future Part II,"Cleverly plotted, but commercially overloaded.",rotten
Back to the Future Part II,"The latest must-see, peer pressure, carve the logo on your head, designer blue jean experience.",rotten
Back to the Future Part II,"The movie is fun, mostly because it's so screwy.",fresh
Back to the Future Part III,"The simplicity of plot, and the wide expansiveness of its use of space, are a refreshing change from the convoluted, visually cramped and cluttered second part.",fresh
Back to the Future Part III,"This is a good deal more likable than part two because the product plugs have been held back, and Zemeckis is clearly having fun alluding to his favorite westerns; there's also a certain sweetness and charm in the Lloyd-Steenburgen romance.",fresh
Back to the Future Part III,"Affectionate, innovative, and vaguely lunatic.",fresh
Back to the Future Part III,"Except for Mr. Lloyd, the film is so sweet-natured and bland that it is almost instantly forgettable.",rotten
Back to the Future Part III,"Divinely frivolous, nearly perfect fun.",fresh
Back to the Future Part III,Ties up all the loose ends but runs out of energy and inspiration.,rotten
Back to the Future Part III,"Makes a few bows in the direction of time-travel complexities, and then settles down to be a routine Western comedy.",rotten
The AbsentMinded Professor,"Flubber provides fuel for a very funny piece of hyperbolic humor in the grand American tradition of Paul Bunyan, and Director Robert Stevenson and Scriptwriter Bill Walsh get plenty of bounce out of every ounce.",fresh
The AbsentMinded Professor,"MacMurray is ideally cast as the car-hopping prof, and plays the role with warmth and gusto.",fresh
Babes in Toyland,The film is an authentic children's entertainment and quite the merriest of its kind that Hollywood has turned loose on the nation's screens in a long time.,fresh
Babes in Toyland,This is a kid's movie rife with all the Freudian squalor that Disney repressed.,fresh
Bambi,This animated feature based on Felix Salten's book about the coming of age of a fawn and his various forest friends (including the beloved Thumper) does convey some of the primal emotional power of Disney's features during this period.,fresh
Bambi,"For the first time, Disney has done his backgrounds in oils instead of watercolors. The result is striking.",fresh
Bambi,"The glow and texture of the Disney brush reach new heights, especially in the treatment of a summer thunderstorm and a raging snowstorm.",fresh
Bambi,"From Disney's richest period, interleaving splendid animation with vulgar Americana.",fresh
Bambi,"In colors that would surprise even the spectrum itself, Disney's cartoon craftsmen have re-created a woodland that shimmers and glows and darkens altogether magically.",fresh
Dangerous Liaisons,This incisive study of sex as an arena for manipulative power games takes too long to catch fire and suffers from a deficient central performance.,rotten
Dangerous Liaisons,The creepy plot still holds a certain fascination.,fresh
Dangerous Liaisons,"A sombre, manipulative affair in which the dA (C)cor is never allowed to usurp our interest.",fresh
Dangerous Liaisons,"Witty, entertaining, if occasionally overripe.",fresh
Dangerous Liaisons,Director Stephen Frears accelerates entertainingly through Christopher Hampton's wig-and-powder sado-comedy about sexual mind games in 18th-century France.,none
Dangerous Liaisons,Tantalizingly wicked -- watching it makes the color rise to your cheeks.,fresh
Dangerous Liaisons,An absorbing and seductive movie.,fresh
The Last Temptation of Christ,"In an age of post-Christian facetiousness, Martin Scorsese's work daringly attempts to restore passion and melodrama to the Gospel story.",fresh
The Last Temptation of Christ,"A film of challenging ideas, and not salacious provocations.",fresh
The Last Temptation of Christ,"Concentrating on the humanity and fallibility of Jesus in continual conflict with his divinity, the film falters as a contemporary statement mainly in its primitive view of women.",fresh
The Last Temptation of Christ,"A sincere, typically ambitious and imaginative work from America's most provocatively intelligent film-maker.",fresh
The Last Temptation of Christ,"What emerges most memorably is its sense of absolute conviction, never more palpable than in the final fantasy sequence that removes Jesus from the cross and creates for him the life of an ordinary man.",fresh
The Last Temptation of Christ,"Among those who do not already have rigid views on the subject, this film is likely to inspire more serious thought on the nature of Jesus than any other ever made.",fresh
The Last Temptation of Christ,"In spite of all [Scorsese] accomplishes, he is unable to bring Jesus close to us, to realize his stated goal of creating a universal figure who symbolizes the spiritual anguish of all men.",rotten
The Last Temptation of Christ,There are too many epic moments and impassioned performances to dismiss Scorsese's work.,fresh
The Godfather: Part III,The film is a slow fuse with a big bang -- one that echoes through every family whose own tragedy is an aching for things past and loved ones lost.,fresh
The Godfather: Part III,"The movie, a heady thicket of political intrigue and double crosses, is slower, talkier, and more prosaic than the first two films, and its narrative seams sometimes show. And yet it's more than the sum of its mazelike convolutions.",fresh
The Godfather: Part III,"The Godfather Part III matches its predecessors in narrative intensity, epic scope, socio-political analysis, physical beauty and deep feeling for its characters and milieu.",fresh
The Godfather: Part III,"Represents a certain moral improvement over its predecessors by refusing to celebrate and condemn violence and duplicity in the same breath, or at least to the same degree.",fresh
The Godfather: Part III,"The acting is merely passable, several characters are given nothing to do, and Michael's paranoid self-pity lends the film an absurd morality: Coppola expects us to sympathise with the semblance of virtue.",rotten
The Godfather: Part III,"Most film sequels are strictly optional. The Godfather Part III is inevitable, and as such it's irresistible.",fresh
The Godfather: Part III,"It may be that Coppola was right to put off filing this last installment all these years; from the evidence here, he had nothing more to say.",rotten
The Godfather: Part III,"The Godfather Part III is a good movie, with moments of rare power, but it is not a great one -- a reason why many fans of the series have voiced their disappointment.",fresh
The Godfather: Part III,"It is, I suspect, not even possible to understand this film without knowing the first two, and yet, knowing them, Part III works better than it should, evokes the same sense of wasted greatness, of misdirected genius.",fresh
The Godfather: Part III,[An] offer director Francis Ford Coppola should have refused.,rotten
Lolita,"Where Nabokov was witty, Kubrick is sometimes merely snide, but fine performances (particularly from Peter Sellers, as the ominous Clare Quilty) cover most of the rough spots.",fresh
Lolita,Far more satisfying than his later works (one hesitates to call them mere movies).,fresh
Lolita,"The picture has a rare power, a garbled but often moving push toward an off-beat communication.",fresh
Saving Private Ryan,"Spielberg accomplishes these goals with a technical virtuosity that no other director, arguably in the history of the cinema, can even approach.",fresh
Saving Private Ryan,"Saving Private Ryan is the war movie to end all war movies. It's the ultimate combat film, far outdistancing what until now had been the genre's World War II classics.",fresh
Saving Private Ryan,"The cast functions as an effective and believable unit. And Hanks gives a strong, increasingly solemn performance as its mysterious leader.",fresh
Saving Private Ryan,"Dramatic lapses notwithstanding, Saving Private Ryan goes beyond technical dazzlement to put a new, indelibly terrible face on war.",fresh
Saving Private Ryan,Anyone who would like to know what superb filmmaking is all about need look no further than this overpowering movie.,fresh
Saving Private Ryan,What Steven Spielberg has accomplished in Saving Private Ryan is to make violence terrible again. Nothing in the movie's melodramatic narrative can diminish the shocking immediacy of its combat scenes.,fresh
Saving Private Ryan,"Searing, heartbreaking, so intense it turns your body into a single tube of clenched muscle, this is simply the greatest war movie ever made, and one of the great American movies.",fresh
Saving Private Ryan,"Spielberg goes a long, long way toward overcoming his tendencies toward the shallow, but the visceral punch of his not-quite-masterful film is softened by an almost neurotic slickness that keeps getting in the way of the [issues it raises].",fresh
Saving Private Ryan,"Spielberg obviously decided that blood and guts meant just that, and so he arranged his violence into a semblance of pure disorder. The illusion holds, complete with severed limbs and wellsprings of blood, and it feels honorable.",fresh
Saving Private Ryan,Saving Private Ryan is Steven Spielberg's best war film and one of the two or three best movies the director has made.,fresh
Saving Private Ryan,"The great Hollywood battle films have told us repeatedly that war is hell. Saving Private Ryan, more than any other, is the one that shows it.",fresh
Saving Private Ryan,"War may be a faceless affair, but war movies shouldn't be.",rotten
Saving Private Ryan,No further commentary is needed when the raw brutality of combat is presented as indelibly as it is here.,fresh
Saving Private Ryan,I found it tediously manipulative despite its Herculean energy.,rotten
Saving Private Ryan,"Why did Spielberg make it? He wants us to imagine we can feel the terror of being there, but does that make us any wiser about this or any other conflict? Probably not.",rotten
Saving Private Ryan,The greatest Steven Spielberg movie since the last great one? Sure.,fresh
Saving Private Ryan,"A powerful and impressive milestone in the realistic depiction of combat, Saving Private Ryan is as much an experience we live through as a film we watch on screen.",fresh
Saving Private Ryan,"For all the care and thoughtfulness that follow in the story, I never could shake the impression that all I was watching was every other war film Spielberg had ever seen.",rotten
Saving Private Ryan,"As compelling, intimate and brutally realistic an account of men at war as you've ever seen.",fresh
Saving Private Ryan,A powerful experience.,fresh
The Barefoot Executive,"In this genial but strained and arch frolic, the one real joke is not only ""in"" but it wears thin and even frantic.",rotten
The Black Cauldron,"The characters, though cute and cuddly and sweet and mean and ugly and simply awful, don't really have much to do that would remain of interest to any but the youngest minds.",rotten
The Black Cauldron,"It's quite good, though by the impossible standards the film sets for itself it inevitably falls short.",fresh
The Black Cauldron,"As usual it is technically excellent, but the charm, characterisation and sheer good humour that made features like Pinocchio and Jungle Book so enjoyable are sadly absent.",rotten
The Black Cauldron,"This is the 25th full-length animated feature from Walt Disney studios, and professionally put together as it is, many of the ingredients may seem programmed to those who have seen some of the others.",rotten
The Black Cauldron,The backgrounds are as richly textured and detailed as in any other Disney film.,fresh
The Black Cauldron,"By the end of The Black Cauldron I was remembering, with something of a shock of nostalgia, the strength and utter storytelling conviction of the early Disney animators. The Black Cauldron is a return to the tradition.",fresh
The Black Hole,"It is good to see the Disney craftsmen doing what they do best on such a grand and risky scale. If one has time for only one space opera this season, this is the one to choose.",fresh
The Black Hole,"Disney's most ambitious and costly production to date -- about a spaceship crew which encounters a Black Hole and a long-lost madman -- and if looks were everything, you could hardly fault it.",rotten
The Black Hole,"It cost half as much as Star Trek and looks better -- not as lavish, perhaps, but more original. The special effects are fancy, and the design even more so.",fresh
The Black Hole,Takes us all the way to the rim of space only to bog us down in a talky melodrama whipped up out of mad scientists and haunted houses.,rotten
Cheetah,Cheetah brings to focus the concerns of experts and laymen alike.,fresh
Condorman,An ideological intervention from the Disney machine: the Cold War re-heated for the kiddies.,rotten
Condorman,"It is painless and chaste, and it has a lot of beautiful scenery and beautiful clothes. There are worse things to watch while you eat popcorn.",fresh
Darby O'Gill and the Little People,"[An] overpoweringly charming concoction of standard Gaelic tall stories, fantasy and romance.",fresh
Darby O'Gill and the Little People,"For those of a sentimental turn, there is the delight of watching young Connery romancing the ineffably wholesome Janet Munro, a couple of years before things turned nasty for Commander Bond at Crab Key with the somewhat more knowing Ursula Andress.",fresh
The Devil and Max Devlin,"The script has its moments, especially when Cosby is around as the Devil's aide, but the film finally subsides in a welter of structural flaws and heartwarming sentiment.",rotten
The Devil and Max Devlin,"The performances are attractive though, with one exception, not especially memorable.",fresh
Flight of the Navigator,When the film shifts into the action mode in its second half -- the flying saucer returns to aid in David`s rescue -- it becomes quite bright and lively.,fresh
Flight of the Navigator,"If there is more than a little something borrowed from Spielberg, Kleiser's movie is amiably undemanding entertainment that says the right things, albeit without great originality.",fresh
Flight of the Navigator,"There's no mistaking Flight of the Navigator for a really first-rate children's picture like, say, The Black Stallion. But Flight of the Navigator is an enjoyable film that encourages kids to use their heads.",fresh
Flight of the Navigator,"Whereas its plot may be derivative--and at several junctures, unconvincing--""Flight of the Navigator"" nevertheless manages to develop considerable humor and poignancy from David's predicament and what he does about it.",fresh
Flight of the Navigator,"This children's adventure turns out to be, despite its title, less of a Star Wars trip than an entertaining variation on the time-travel adventure Back to the Future.",fresh
Flight of the Navigator,"Instead of creating an eye-opening panorama, Flight of the Navigator looks through the small end of the telescope. Life on Earth is magnified but without an expansive vision.",rotten
Flight of the Navigator,One for the none too discerning youngster.,rotten
Flight of the Navigator,"This is a film with its head in the clouds, its feet on the ground and -- just often enough -- its heart on its sleeve, in which space-age special effects take second place to family emotions.",fresh
Flight of the Navigator,"At times a bit too precious, especially inside the young navigator's spacecraft, but the warm regard for character, as well as for our often-inhospitable planetary home, makes for a reasonably good time.",fresh
The Great Mouse Detective,"As usual with film noir, however, it is the villain who steals the heart and one is rooting for in the breathtaking showdown high up in the cogs and ratchets of Big Ben.",fresh
The Great Mouse Detective,"Small children may be afraid of some of the bad characters -- the Disney Studio's gift for creating really nasty bad guys means that they are scary -- but they will love the cute, brave mice and cheer their triumphs. Adults will enjoy the wit and style.",fresh
The Great Mouse Detective,It's a lot of fun.,fresh
Herbie Goes Bananas,"It's not surprising that they haven't got around to changing the plot formula, only the scenery.",rotten
Herbie Goes Bananas,"A cheerful, four-cylinder children's movie, though its car jokes aren't good for much mileage.",fresh
"Honey, I Shrunk the Kids","[It's] in the best tradition of Disney -- and even better than that, because it is not so juvenile that adults won't be thoroughly entertained.",fresh
"Honey, I Shrunk the Kids",Sterling entertainment...,fresh
"Honey, I Shrunk the Kids","As sweet, straightforward and funny as its title.",fresh
"Honey, I Shrunk the Kids","Though it relies on special effects, this cutie-pie caper never loses sight of the protagonists amid the bigger-than-life Cheerios and 40-foot blades of grass.",fresh
"Honey, I Shrunk the Kids","The special effects are all there, nicely in place, and the production values are sound, but the movie is dead in the water.",rotten
BASEketball,"I was bored well before the end, but found the first half hour pretty funny.",rotten
BASEketball,Jenny McCarthy and Ernest Borgnine -- together at last.,rotten
BASEketball,"Their incessant, obscene banter is meant to be endearing; their total lack of presence makes it simply annoying.",rotten
BASEketball,What kind of movie is it where Yasmine Bleeth is the best thing about it?,rotten
BASEketball,"The vulgar, obvious humor of Zucker brother David and South Park creators Trey Parker and Matt Stone elicits easy, guilty laughs, yet the material has an underlying innocence that's just shy of good clean fun.",fresh
BASEketball,The kind of flick that serves itself up as the object of its own satire.,rotten
BASEketball,"If you're old enough to see this movie without a parent or guardian and all that sounds encouraging, this review has failed, and failed badly.",rotten
BASEketball,"The comedy sets up some very big targets -- the commercialization of sport, crass franchise owners, sentimental idolatry of players, exploitation of foreign workers by superstar merchandisers -- and then lobs tiny spitballs at them.",rotten
BASEketball,"[A] funny, gleefully offensive spoof of professional sports.",fresh
BASEketball,It's not very funny and tries to buy laughs with puerile shocks.,rotten
Full Tilt Boogie,"A bit late in the day, but nevertheless welcome.",fresh
Out of the Past,"Each change of angle and shift of light evokes an inner disturbance; the actors seem to push through the dense shadow as through water, revealing fast people in slow motion ...",fresh
Out of the Past,"Direction by Jacques Tourneur pays close attention to mood development, achieving realistic flavor that is further emphasized by real life settings and topnotch lensing by Nicholas Musuraca.",fresh
Out of the Past,"The most delicate and nuanced of film noirs, graced with a reflective lyricism that almost lifts it out of the genre.",fresh
Out of the Past,"All these B movie poets were under contract to RKO in the winter of 1946, and produced the best movie of everyone involved -- once seen, never forgotten.",fresh
Out of the Past,One of the greatest of all film noirs.,fresh
Out of the Past,It's very snappy and quite intriguingly played by a cast that has been well and smartly directed by Jacques Tourneur.,fresh
Out of the Past,"Cinematic perfection, a Hollywood classic that's as great and as enjoyable as its reputation has promised.",fresh
Doctor Zhivago,"Literate, oldfashioned, soul-filling and thoroughly romantic.",fresh
Doctor Zhivago,"David Lean's 1965 adaptation of Pasternak's romance of the Russian Revolution is intelligent and handsomely mounted, though it doesn't use its length to build to a particularly complex emotional effect.",rotten
Doctor Zhivago,One of the most meticulously designed and executed films.,fresh
Doctor Zhivago,"Steiger and Courtenay excepted, all the performances are very uncomfortable.",rotten
Doctor Zhivago,Mr. Bolt has reduced the vast upheaval of the Russian Revolution to the banalities of a doomed romance.,rotten
Doctor Zhivago,"Although its portentous historical drama evaporates once you return to the fresh air, watching it can be seductive.",fresh
Fanny och Alexander,"A sprawling, ornately constructed entertainment.",fresh
Fanny och Alexander,"This premiere of the original cut, running at 312 minutes, leaves room for more than a story of one life.",fresh
Fanny och Alexander,"Sumptuous, haunting, and unusually tender... a nakedly psychological 'in' to [Bergman's] earliest artistic impulses; nothing else in his oeuvre addresses so directly his childhood escapes into fantasy as the by-product of a harsh Lutheran upbringing.",fresh
Fanny och Alexander,Our young protagonist will be obsessed with death and see ghosts everywhere. Never has the prison of childhood seemed so inescapable.,fresh
Fanny och Alexander,The result is one of Bergman's most haunting and suggestive films.,fresh
Fanny och Alexander,"A sumptuously produced period piece that is also a rich tapestry of childhood memoirs and moods, fear and fancy, employing all the manners and means of the best of cinematic theatrical from high and low comedy to darkest tragedy.",fresh
Fanny och Alexander,"It's a marvellously engrossing and thought-provoking film, filled with dazzling dramatic set-pieces and witty, knowing allusions to its creator's artistic conceits and deceits.",fresh
Fanny och Alexander,Utterly enthralling.,fresh
Fanny och Alexander,"A fitting introduction to the very personal cinema of this master craftsman, not only because it exhibits Bergman's signature themes and stylistic devices, but also because it is one of his most life-affirming films.",fresh
Fanny och Alexander,[Bergman] glides beyond the mere telling of his story into a kind of hypnotic series of events that have the clarity and fascination of dreams. Rarely have I felt so strongly during a movie that my mind had been shifted into a different kind of reality.,fresh
Fanny och Alexander,"It is very much, and in the best way, an old man's movie, the work of an artist resigned to life's mystery, full of wonder at the passage of time, full of forgiveness for past wrongs, and full of understanding.",fresh
Fanny och Alexander,"Bergman's 1982 career summation and the kind of rich, timeless, cautionless magnum opus we can only receive, like benedictions, from artists who've paid their generation's dues of sweat, risk, tears, and honesty.",fresh
Fanny och Alexander,"A big, dark, beautiful, generous family chronicle, which touches on many of the themes from earlier films while introducing something that, in Bergman, might pass for serenity.",fresh
The 'burbs,A long shaggy dog story.,rotten
Il portiere di notte,"A strange, brooding tale.",fresh
Il portiere di notte,"With a little application and imagination I suppose one might read themes of political and philosophical import into this work, but Cavani's style remains stupidly literal and gaga.",rotten
Il portiere di notte,"Somewhere along the way, the film's handling of serious themes, and its attempts to examine the Nazi legacy in terms of repression and guilt, both sexual and political, get lost amid all the self-conscious decadence.",rotten
Il portiere di notte,The movie's visual virtues are negated by infinite absurdities -- particularly by the sentimentality with which the director views this luckless couple.,rotten
Il portiere di notte,"The Night Porter is as nasty as it is lubricious, a despicable attempt to titillate us by exploiting memories of persecution and suffering.",rotten
Mephisto,"Few have dared what Brandauer accomplishes: showing us a good actor responding to the same neurotic drive for the center of the stage, the immortalizing role. His is a great performance, nothing less.",fresh
Mephisto,"A disappointingly thin, conventional film.",rotten
Mephisto,"Hungaro pic shows extraordinary period flair for the Germany of the 1920s and '30s, balanced acting by a multinational cast, and exemplary direction.",rotten
Mephisto,"A superbly modulated, fruitfully ambivalent central performance by Brandauer carries the emotional and intellectual weight of the political dilemma.",fresh
Mephisto,The actor is played by Klaus Maria Brandauer in one of the greatest movie performances I've ever seen.,fresh
Mephisto,"Mephisto seems somewhat remote, without all the urgency of which Mr. Szabo has shown himself capable.",rotten
Blue Velvet,It made me feel pity for the actors who worked in it and anger at the director for taking liberties with them.,rotten
Blue Velvet,Not quite like any other thriller or erotic mystery you've ever seen.,fresh
Blue Velvet,"The movie doesn't progress or deepen, it just gets weirder, and to no good end.",rotten
The Journey of Natty Gann,Director Jeremy Paul Kagan extracts an engaging performance from Meredith Salenger as the heroine.,fresh
The Journey of Natty Gann,"There's a real sense of period, even if the film does occasionally become over-sentimental.",fresh
The Journey of Natty Gann,"As Wolf, a dog named Jed gives a forthright and believable performance. Miss Salenger, for her part, gives one, too, and she carries the movie nicely.",fresh
The Journey of Natty Gann,It's nice to see a Disney film that follows the rules of the family-film genre as Walt laid them down.,fresh
Lady and the Tramp,Walt Disney has for so long parlayed gooey sentiment and stark horror into profitable cartoons that most moviegoers are apt to be more surprised than disappointed to discover that the combination somehow does not work this time.,rotten
Lady and the Tramp,The wider canvas and extra detail work reportedly meant an additional 30% in negative cost. It was a sound investment.,fresh
Lady and the Tramp,"Disney's imagination seems at a low ebb, saddled with a shrunken, excessively naturalistic style in line with the diminished possibilities of postwar animation, and not yet graced by the inspiration that would redeem that style in Sleeping Beauty.",rotten
Lady and the Tramp,"Happily the cameo lowlife, an excellent manic beaver, the famously villainous Siamese, and classic songs rescue the film from dumb animal sentiment.",fresh
Lady and the Tramp,"The sentimentality is mighty, and the use of the CinemaScope size does not make for any less awareness of the thickness of the goo.",rotten
The Little Mermaid,"The Little Mermaid -- impudent, grandiose, a multilevel crowd-pleaser -- almost returns the Disney animated features to their glory traditions of the '30s and '40s.",fresh
The Little Mermaid,"It may not be a transcendent masterpiece of the Disney canon, but The Little Mermaid is still very heartening: It suggests the Disney magic isn`t lost after all.",fresh
The Little Mermaid,"The latest Disney offering looks back to the studio's unrivaled heritage. It has the look of classic animation. More important, it has the skill required to make it work.",fresh
The Little Mermaid,"In adapting this animated film from Hans Christian Andersen's sad and beautiful fairy tale, writers/directors John Musker and Ron Clements came up with a bright and perky movie.",fresh
The Little Mermaid,You could wish upon a star and not conjure up a more joyous animated movie than this graceful retelling of the Hans Christian Andersen tale.,fresh
The Little Mermaid,"Within the apparently necessary aesthetic and ideological limitations (such as making the hero and heroine Americans surrounded by foreign servants a la Pinocchio), the animation manages to be fairly energetic.",fresh
The Little Mermaid,A fantastic success.,fresh
The Little Mermaid,May represent Disney's best animated feature since the underrated Sleeping Beauty in 1959.,fresh
The Little Mermaid,"This return to traditional Disney territory is geared to captivate children while allowing them to maintain their street cred, largely by combining extravagant animated technique with ranging musical styles.",fresh
The Little Mermaid,"A marvel of skillful animation, witty songwriting and smart planning.",fresh
The Little Mermaid,"Even at its highest points, it cannot claim a place next to even the least of the great Disney classics.",rotten
The Little Mermaid,A movie that's so creative and so much fun it deserves comparison with the best Disney work of the past.,fresh
The Mighty Ducks,Very lame ice-hockey flick.,rotten
The Mighty Ducks,"The film is remarkably oblivious to the fact that if the team weren't hell-bent on a championship, young moviegoers would be significantly less interested in its adventures.",rotten
The Mighty Ducks,"It must be said that this movie is sweet and innocent, and that at a certain level it might appeal to younger kids. I doubt if its ambitions reach much beyond that.",rotten
The Mighty Ducks,"Those not yet wise to formulaic pablum are likely to enjoy this ice hockey kiddie ensemble comedy. But their older escorts might want to bring a novel and a flashlight, or a Walkman or portable television with earphones.",rotten
The Mighty Ducks,"Steven Brill, who has a small role in the film, constructed the screenplay much as one would put together some of those particleboard bookcases from Ikea.",rotten
The Muppet Christmas Carol,The fit between sentiment and satire is not always a comfortable one and the more dedicated fans of either the story or the Muppets may leave theaters dissatisfied.,rotten
The Muppet Christmas Carol,Nothing can really diminish the late Jim Henson's irresistibly appealing characters.,fresh
The Muppet Christmas Carol,This is the dullest and least successful adaptation of the Christmas chestnut I've ever seen.,rotten
The Muppet Christmas Carol,Good fun.,fresh
The Muppet Christmas Carol,"There's no great show of wit or tunefulness here, and the ingenious cross-generational touches are fairly rare. But there is a lively kiddie version of the Dickens tale, one that very young viewers ought to understand.",fresh
The Muppet Christmas Carol,"Like all the Muppet movies, this one is a musical, with original songs by Paul Williams (my favorite is the early chain-rattling duet by the Marley brothers). It could have done with a few more songs than it has.",fresh
The Muppet Christmas Carol,"The Muppet Christmas Carol isn't terrible, by any means. But it's resoundingly moderate, with merely passable songs by Paul Williams, and only occasional real laughter.",rotten
The Muppet Christmas Carol,"Neither drama nor comedy, it's safe stuff, and most un-Muppetlike. So much for great expectations.",rotten
Newsies,"Certain movies engage your affections so strongly that, even if they start to fall apart, you tend to keep rooting for them. That's pretty much the case with Newsies.",rotten
Newsies,"A Disney musical with an undistinguished score, fair to middling choreography, and clunky direction that still manages to be entertaining in spots because of its story.",fresh
Newsies,Bale and Menken are literally what make the movie sing.,fresh
Newsies,"Despite Newsies' many flaws, it's bracing to see Disney attempt a PG movie about something as meaty as labor relations. Would that every strike be resolved with so little bloodshed and so many songs.",fresh
Newsies,Stop the presses! Newsies is the best live-action movie musical since Little Shop of Horrors.,fresh
Newsies,An old-fashioned musical that is better when its characters sing and dance than when they talk.,fresh
Newsies,"Though the cast is large, no interesting or even moderately well-rounded personalities emerge from it, and no compelling relationships emerge between the characters.",rotten
Newsies,The movie stands as a textbook demonstration of why they don't -- and probably shouldn't -- make 'em like they used to.,rotten
Newsies,The writers have created cardboard cutouts instead of flesh-and-blood characters.,rotten
Newsies,"It's a bit of a throwback and a solid family film and, at the time, represented a well-intentioned leap of faith of the sort that studios rarely take.",fresh
Newsies,"If you have a soft spot for feisty, back-talking bambini with cute squints, backwards caps and names like Crutchy, Dutchy and Bumlets, your heart will melt.",fresh
Newsies,"This film's real trouble lies in its joyless, pointless execution.",rotten
Newsies,"Although the material does indeed involve young protagonists, no effort is made to show their lives in a way today's kids can identify with. This movie must seem as odd to them as a foreign film.",rotten
Newsies,"Its intentions seem fairly modest, and so are its achievements. It's a modestly enjoyable diversion.",rotten
Newsies,It looks like its own rehearsal -- an early one at that.,rotten
Peter Pan,"These ingredients are digitally present and correct, but Hogan fails to inject much excitement into the many boisterous action sequences.",rotten
Peter Pan,A dazzling retelling of the J.M. Barrie tale.,fresh
Peter Pan,"With only a few exceptions, the performances (and the script) range between dull and mediocre.",rotten
Peter Pan,"In this incarnation, Peter is imbued with a greater degree of psychological darkness than before.",fresh
Peter Pan,"Familiarity doesn't exactly breed contempt, yet despite the novelty of a real boy as Peter, the movie does engender a listless been-there / eaten-that reaction.",rotten
Peter Pan,A tribute to the power of good storytelling.,fresh
Peter Pan,Little children may find it a bit scary ... but it's a warmhearted and often magical adventure.,fresh
Peter Pan,"If, as you go into the theater, you hear people coming out still chanting 'I do believe in fairies. I do! I do!' do not be alarmed. Soon you will be joining them.",fresh
Peter Pan,Hogan's shimmering vision of Peter Pan is rewardingly sumptuous and faithful.,fresh
Peter Pan,"It's not completely joyless, as Spielberg's Hook was. And it is not without its laughs and little pleasures.",fresh
Peter Pan,"What it is lacking is any kind of wonder. True fairy dust is in decidedly short supply and without it, the movie sinks like a cannonball.",rotten
Peter Pan,What distinguishes this Peter Pan from other versions is its unsentimental insight into the terrors and delights of both childhood and growing up.,fresh
Peter Pan,Sumptuous-looking and engagingly acted.,fresh
Peter Pan,Both enchantingly old-fashioned and daringly modern.,fresh
Peter Pan,"Every generation deserves its own version of Peter Pan. Until the next one arrives in 2019 or so, this one will do nicely.",fresh
Peter Pan,"Action-fortified, touching and entertaining from its beguiling beginning to its dreamy conclusion.",fresh
Peter Pan,Has in the young British actress Rachel Hurd-Wood a Wendy for the ages.,fresh
Peter Pan,"There just isn't enough in the movie, despite its marvelous design, to warrant another visit to this material.",rotten
Peter Pan,"Possesses effects galore, although curiously little to spark the imagination.",rotten
Popeye,"The plotting of this 1980 feature -- outsider in a hostile environment -- is personal to Altman, though few of the feelings survive the clutter.",rotten
Popeye,"It is more than faint praise to say that Popeye is far, far better than it might have been, considering the treacherous challenge it presented. But avoiding disaster is not necessarily the same as success.",rotten
